ID attività,Data dell’attività,Nome attività,Tipo attività,Descrizione dell’attività,Tempo complessivo,Distanza,Sforzo relativo,Spostamenti vari,Attrezzatura attività,Nome del file,Peso dell’atleta,Peso della bici,Tempo complessivo,Tempo in movimento,Distanza,Velocità massima,Velocità media,Dislivello complessivo,Perdita di dislivello,Dislivello minimo,Dislivello massimo,Pendenza massima,Pendenza media,Pendenza positiva media,Pendenza negativa media,Cadenza massima,Cadenza media,Frequenza cardiaca massima,Frequenza cardiaca media,Watt massimi,Watt medi,Calorie,Temperatura massima,Temperatura media,Sforzo relativo,Lavoro totale,Numero di corse,Tempo in salita,Tempo in discesa,Altro tempo,Sforzo percepito,translation missing: it-IT.lib.export.portability_exporter.activities.horton_values.type,translation missing: it-IT.lib.export.portability_exporter.activities.horton_values.start_time,Potenza media ponderata,Conteggio potenza,Usa Sforzo percepito,Sforzo relativo percepito,Spostamenti vari,Peso totale sollevato,Da caricamento,Distanza regolata in base alla pendenza,Ora osservazione meteorologica,Condizioni meteorologiche,Temperatura atmosferica,Temperatura apparente,Punto di rugiada,Umidità,Pressione atmosferica,Velocità del vento,Raffica di vento,Direzione del vento,Intensità precipitazione,Ora dell’alba,Ora del tramonto,Fase lunare,Bicicletta,Attrezzatura,Probabilità di precipitazione,Tipo di precipitazione,Copertura nuvolosa,Visibilità,Indice UV,Livelli di ozono,translation missing: it-IT.lib.export.portability_exporter.activities.horton_values.jump_count,translation missing: it-IT.lib.export.portability_exporter.activities.horton_values.total_grit,translation missing: it-IT.lib.export.portability_exporter.activities.horton_values.avg_flow
2475774755,"24 giu 2019, 04:10:21",Last of Lazio,Corsa,,1605,"5,25",,false,,activities/2475774755.gpx,0.0,,1605.0,1561.0,5250.5,7.800000190734863,,14.697564125061035,,14.199999809265137,22.399999618530273,5.800000190734863,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552745996,"22 lug 2019, 06:04:19",First run in a few weeks!,Corsa,,1406,"4,17",,false,,activities/2552745996.gpx,0.0,,1406.0,1356.0,4177.7998046875,5.199999809265137,,55.596153259277344,,97.9000015258789,138.39999389648438,14.300000190734863,-0.05026568844914436,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2610052194,"11 ago 2019, 09:00:00",Rifugio Sapienza Ride - didn’t know what I was getting into,Ciclismo,,19659,"70,34",,false,,activities/2610052194.gpx,0.0,,19659.0,15590.0,70342.1015625,16.200000762939453,,1923.8934326171875,,133.5,1908.300048828125,18.899999618530273,-0.012368126772344112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621879355,"15 ago 2019, 12:16:18",Escursione pomeridiana,Escursione,,8465,"5,00",,false,,activities/2621879355.gpx,,,8465.0,5317.0,5002.39990234375,2.5999999046325684,,304.9824523925781,,217.60000610351562,494.1000061035156,50.0,0.03398368880152702,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2671566640,"01 set 2019, 17:08:52",Post taco bell,Corsa,,4694,"11,57",,false,,activities/2671566640.gpx,0.0,,4694.0,4396.0,11570.400390625,5.300000190734863,,132.57948303222656,,120.19999694824219,231.89999389648438,32.900001525878906,-0.0777846947312355,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2679788612,"04 set 2019, 17:06:00",Mascalucia run,Corsa,,2186,"6,13",,false,,activities/2679788612.gpx,0.0,,2186.0,2100.0,6134.39990234375,8.800000190734863,,97.16993713378906,,403.20001220703125,494.79998779296875,11.0,0.5314292907714844,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2679817096,"04 set 2019, 17:44:36",Mile attempt,Corsa,,405,"1,61",,false,,activities/2679817096.gpx,0.0,,405.0,405.0,1611.9000244140625,5.199999809265137,,7.6583333015441895,,431.1000061035156,441.20001220703125,4.900000095367432,-0.2915813624858856,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2687099997,"07 set 2019, 09:34:51",E bike ride,Ciclismo,,8523,"32,43",,false,,activities/2687099997.gpx,0.0,,8523.0,6813.0,32430.30078125,14.600000381469727,,737.9468383789062,,400.8999938964844,1135.5,36.400001525878906,-0.46746405959129333,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817301420,"26 ott 2019, 06:37:23",Port in the morning,Corsa,,5770,"15,42",,false,,activities/2817301420.gpx,0.0,,5770.0,5704.0,15419.0,5.599999904632568,,144.7187957763672,,-0.800000011920929,106.69999694824219,26.5,-0.009728257544338703,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2837734544,"03 nov 2019, 08:31:13",Etna trail run,Corsa,,9305,"22,57",,false,,activities/2837734544.gpx,0.0,,9305.0,8813.0,22574.30078125,8.0,,505.0618591308594,,1680.199951171875,1939.0,36.20000076293945,-0.016390319913625717,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886144839,"23 nov 2019, 17:55:25",Finding new roads,Corsa,,5992,"15,13",,false,,activities/2886144839.gpx,0.0,,5992.0,5469.0,15134.400390625,14.5,2.7673065662384033,250.60491943359375,,83.30000305175781,206.3000030517578,19.5,-0.024447616189718246,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
